Date,Open,High,Low,Close,Volume
2023-01-03,127.99538262842435,128.6045053870652,121.99252821247748,122.87674713134766,112117500
2023-01-04,124.66483917038782,126.40380440814197,122.88658197418445,124.14413452148438,89113600
2023-01-05,124.90061292758642,125.52938912334946,122.57217865426507,122.8276138305664,80962700
2023-01-06,123.80027430194448,128.00521096875735,122.69991206962038,127.34696197509766,87754700
2023-01-09,128.1820484933381,131.07049435820306,127.61221771125115,127.8676528930664,70790800
2023-01-10,127.97574077291436,128.95820466182693,125.87326865028986,128.4375,63896200
2023-01-11,128.94836939344688,131.1687321095965,128.17222961380043,131.1490936279297,69458900
2023-01-12,131.5322547782573,131.90558081812333,129.13504077259947,131.07049560546875,71379600
2023-01-13,129.71471296505177,132.55403315564018,129.35120610397337,132.39683532714844,57809700
2023-01-17,132.4656016206527,134.88245427698436,131.77787992946924,133.55613708496094,63646600
2023-01-18,134.4207263168224,136.17933021057922,132.66210743185522,132.83895874023438,69672800
2023-01-19,131.72872356322017,133.86066781311564,131.42416224055012,132.89785766601562,58280400
2023-01-20,132.90769302903612,135.59964906296133,131.86628386729487,135.4522705078125,80223600
2023-01-23,135.6979103035641,140.80673462294286,135.48176704430378,138.63548278808594,81760300
2023-01-24,137.84949253259393,140.64952034187644,137.83967329148908,140.0305633544922,66435100
2023-01-25,138.41930821894437,139.93229570032543,136.37578195167205,139.37229919433594,65799300
2023-01-26,140.65937661953566,141.72043959534744,139.41164307512574,141.43553161621094,54105100
2023-01-27,140.6495420845882,144.64816254873466,140.57094316997566,143.37095642089844,70555800
2023-01-30,142.41794502488958,142.9975950119405,140.34494601130174,140.4923095703125,64015300
2023-01-31,140.19759064122545,141.80883078137197,139.78495761656453,141.75970458984375,65874500
2023-02-01,141.44531098955775,144.03901475780756,138.84178798038548,142.87969970703125,77663600
2023-02-02,146.2888426135127,148.52885870656533,145.57164829200897,148.17518615722656,118339000
2023-02-03,145.43409313083382,154.6201342687517,145.23760339877686,151.79063415527344,154357300
2023-02-06,149.8945101165513,150.41521473457135,148.13589150827315,149.06922912597656,69858300
2023-02-07,147.99837413254576,152.50788022677395,147.99837413254576,151.93804931640625,83322600
2023-02-08,151.18154087876943,151.86926257026718,148.51905726950346,149.2559051513672,64120100
2023-02-09,151.08329292122983,151.62365104865805,147.78221371418798,148.2243194580078,56007100
2023-02-10,147.0632318137508,148.9130734935689,146.8270751036462,148.58836364746094,57450700
2023-02-13,148.52933886882354,151.78625678187208,148.49982115470684,151.38284301757812,62199000
2023-02-14,149.68055772689488,151.3041068890254,148.4407688328002,150.7432403564453,61707600
2023-02-15,150.6547253534473,153.00639866157246,150.42841784233283,152.83912658691406,65573800
2023-02-16,151.0482818929642,153.82306709582505,150.8908590911332,151.24508666992188,68167900
2023-02-17,149.90689371085574,150.54646418705764,148.43094798353164,150.1036834716797,59144100
2023-02-21,147.79138776370112,148.87375415444836,146.0300988341385,146.09896850585938,58867200
2023-02-22,146.4826667367167,147.5453493019233,144.80009726904348,146.52203369140625,51011300
2023-02-23,147.68310298099968,147.92909389742377,144.87881554222116,147.00416564941406,48394200
2023-02-24,144.75094042273577,144.8296593421339,143.38323110315275,144.35736083984375,55469600
2023-02-27,145.3413038601465,146.7778826433076,145.08546365545737,145.5479278564453,44998500
2023-02-28,144.69189970203135,146.68934528974674,144.47542643511753,145.04612731933594,50547000
2023-03-01,144.47538049709883,144.86895994047165,142.68455949733774,142.97975158691406,55479000
2023-03-02,142.06468141879296,144.35731860288683,141.59236804059648,143.5701446533203,52238100
2023-03-03,145.66596048460295,148.68673585516615,144.96735475689312,148.60801696777344,70732300
2023-03-06,151.32374645376544,153.79350455215635,150.9990516974443,151.3631134033203,87558000
2023-03-07,151.2352451910372,151.55995507278075,148.70646582947896,149.16893005371094,56182000
2023-03-08,150.35949790258118,151.00891757952724,149.39521763366128,150.4185333251953,47204800
2023-03-09,151.09746808583355,152.0617483379844,147.8208670608722,148.1750946044922,53833600
2023-03-10,147.80120650188752,148.5194958597798,145.242894659562,146.11862182617188,68572400
2023-03-13,145.43967499711258,150.68420342446277,145.33143838738883,148.05702209472656,84457100
2023-03-14,148.85403055723415,150.94002884188114,147.6929605728649,150.1430206298828,73695900
2023-03-15,148.7654682431246,150.7924309816341,147.51583019026035,150.53660583496094,77167900
2023-03-16,149.71992520737962,153.95097226183628,149.20825986230471,153.3507537841797,76161100
2023-03-17,153.5770871091514,154.2265068856699,151.80594908869074,152.514404296875,98944600
2023-03-20,152.5832927983786,155.28919358755078,151.6780327765039,154.87591552734375,73641400
2023-03-21,154.7971931327365,156.84382463636302,154.02968755125636,156.7257537841797,73938300
2023-03-22,156.7454392443716,159.53989288471735,155.27932775015748,155.29901123046875,75701800
2023-03-23,156.28296029217628,158.95934282613845,155.15139299961646,156.38134765625,67622100
2023-03-24,156.31248202721346,157.76874417421377,155.3186840441415,157.68019104003906,59196500
2023-03-27,157.37518971960662,158.19188156427322,155.33837722493854,155.74180603027344,52390300
2023-03-28,155.4367781198492,155.94844355059743,153.47868455836303,155.1219024658203,45992200
2023-03-29,156.81429056205513,158.46735739062942,156.79462209814082,158.1918487548828,51305700
2023-03-30,158.93967116064357,159.86459953343115,158.68384597812414,159.75636291503906,49501700
2023-03-31,159.83511792767183,162.35406341845376,159.3136181978193,162.2556610107422,68749800
2023-04-03,161.63573905142377,163.62333513475417,161.58653785817188,163.50526428222656,56976200
2023-04-04,163.92838412805693,164.16452584406122,162.4622725801105,162.97393798828125,46278300
2023-04-05,162.09822184489292,162.40324825832465,159.20536551321473,161.13392639160156,51511700
2023-04-06,159.8252203026454,162.31466233453045,159.40212310856722,162.01947021484375,45390100
2023-04-10,158.8314221542027,159.431640625,157.5129143705151,159.431640625,47716900
2023-04-11,159.74652133194326,159.7563555644006,157.93601661540757,158.22137451171875,47644200
2023-04-12,158.6346426672523,159.4611686435216,157.21773241416443,157.53260803222656,50133100
2023-04-13,159.03807402297244,163.14120127307194,158.83143501847854,162.90504455566406,68445600
2023-04-14,161.9506011686896,163.65286938363687,161.19295983913122,162.5606689453125,49386500
2023-04-17,162.44261368211053,162.73780588588528,161.39961424099232,162.5803680419922,41516200
2023-04-18,163.43639900098648,164.7253892225956,162.99360326395418,163.8004608154297,49923000
2023-04-19,163.14119328481948,165.46334834295578,162.8853530999642,164.9418487548828,47720200
2023-04-20,163.4265370188754,165.17799130758831,162.9050374280842,163.97755432128906,52456400
2023-04-21,162.40322071444277,163.78076396537094,161.85220341407148,162.3737030029297,58337300
2023-04-24,162.35404681853836,162.94443117624493,161.26184626664974,162.6787567138672,41949600
2023-04-25,162.54099521393778,163.6430299514636,161.10440134757968,161.14376831054688,48714100
2023-04-26,160.44515464932056,162.62955575633885,160.18932943478703,161.13392639160156,45498800
2023-04-27,162.5409858833323,165.85693915334915,162.5409858833323,165.7093505859375,64902300
2023-04-28,165.78806481489534,167.12625617335198,165.1878463008649,166.95896911621094,55275900
2023-05-01,166.56542643996343,167.71666253016707,165.93569007402044,166.87045288085938,52472900
2023-05-02,167.3623966257795,167.6182368189597,164.85328597063295,165.83724975585938,48425700
2023-05-03,166.7818533947913,168.17908009941613,164.47938185396285,164.7647247314453,65136000
2023-05-04,162.2457710884036,164.3612870012041,161.67507035057545,163.13133239746094,81235400
2023-05-05,168.23815821665508,171.50492585877407,168.0216849384858,170.78663635253906,113453200
2023-05-08,169.71408033203093,171.06212101363838,169.35001851271124,170.7177276611328,55962800
2023-05-09,170.27494492179522,170.7570775926942,168.84820036158354,169.01547241210938,45326900
2023-05-10,170.24544525293916,171.23924342814053,169.14339542958015,170.7767791748047,53724500
2023-05-11,171.06211698775132,171.79024060925457,169.40904995436452,170.96371459960938,49514700
2023-05-12,171.07210045600348,171.50564580777203,168.49055408757272,170.0375213623047,45533100
2023-05-15,170.61887671576198,170.66814597161118,168.95367509817433,169.5448760986328,37266700
2023-05-16,169.4660482962473,170.59916600644908,169.2788341449399,169.5448760986328,42110300
2023-05-17,169.19013234108013,170.39221479568312,167.91905489711874,170.15574645996094,57951600
2023-05-18,170.46119076780954,172.6683237371227,170.04735615510018,172.48110961914062,65496700
2023-05-19,173.80146880445517,173.80146880445517,172.37275062180032,172.5895233154297,55809500
2023-05-22,171.42682777563832,172.14612580242743,170.9046067635048,171.6436004638672,43570900
2023-05-23,170.58929510312979,170.83562631420236,168.7664381272472,169.04232788085938,50747300
2023-05-24,168.57922839342694,169.8897122746601,168.0176010356781,169.31822204589844,45143500
2023-05-25,169.8798495430277,171.3479738482291,169.17041449607095,170.4513397216797,56058300
2023-05-26,170.7764937271046,173.1905363695113,170.56956891324683,172.8555145263672,54835000
2023-05-30,174.36311323589106,176.36332172139132,173.9788370991414,174.6981201171875,55964400
2023-05-31,174.72766202276017,176.71802248155805,174.16601962684186,174.64883422851562,99625300
2023-06-01,175.09221783191245,177.47670209655325,174.33351350934285,177.4471435546875,68901800
2023-06-02,178.37332240607034,179.11231590276506,176.6292935441097,178.29449462890625,61996900
2023-06-05,179.9498694414483,182.23581511366768,175.42721727327233,176.9446258544922,121946500
2023-06-06,177.328904296753,177.4766970018392,174.82617090162998,176.58006286621094,64848400
2023-06-07,175.82137635899298,178.55073052308683,174.71781728969785,175.21047973632812,61944600
2023-06-08,175.28927455408018,178.18613184931536,174.85574427470908,177.92010498046875,50214900
2023-06-09,178.83646640490514,179.5557493602978,177.97923856717878,178.3043975830078,48900000
2023-06-12,178.60982685528654,181.19137296447727,178.31422641468646,181.09283447265625,54274900
2023-06-13,180.11737806569877,181.4475575367352,179.76266053311636,180.61988830566406,54929100
2023-06-14,180.67901332162722,181.684048880549,179.34883379218707,181.25050354003906,57462900
2023-06-15,181.26036948430115,183.78279874291368,181.08300318978328,183.2802734375,65433200
2023-06-16,183.98968846409701,184.245882524342,181.56579797087073,182.2062530517578,101256200
2023-06-20,181.70373606119196,183.3689372512462,181.70373606119196,182.294921875,49799100
2023-06-21,182.18656875714527,182.68909408055805,179.91047063421516,181.2603759765625,49515700
2023-06-22,181.04356888160584,184.304991288712,180.97458893469445,184.25572204589844,51245300
2023-06-23,182.8270532004463,184.8075509993679,182.29496929127177,183.94046020507812,53117000
2023-06-26,184.08828266571635,185.29038044106406,182.511756556611,182.55117797851562,48088700
2023-06-27,183.1620330683905,185.6253451571229,182.94526040179295,185.30018615722656,50730800
2023-06-28,185.1721116449177,187.11320300977505,184.84696764032918,186.47274780273438,51216800
2023-06-29,186.30522898461155,187.2807060224463,186.16728410364277,186.8077392578125,46347300
2023-06-30,188.81783251325766,191.62599971188075,188.45325204350277,191.1234893798828,85213200
2023-07-03,190.93624105216273,191.0347795474039,188.9458807202263,189.6356201171875,31458200
2023-07-05,188.75868490984942,190.1479814937267,187.82261429340878,188.52220153808594,46920300
2023-07-06,187.05407174607458,189.20208780415717,186.42346442381324,188.9951629638672,45094300
2023-07-07,188.60099643398274,189.8425000907618,187.4481683880748,187.88169860839844,46815000
2023-07-10,186.48255712554894,187.2018550195119,184.2951349736181,185.84210205078125,59922200
2023-07-11,186.384037813756,186.5219826806886,183.86160879849567,185.31988525390625,46638100
2023-07-12,186.89640150427806,188.88676181703667,185.70416691161034,186.98509216308594,60750200
2023-07-13,187.70438329432415,188.38425984411805,186.99494820191867,187.74378967285156,41342300
2023-07-14,187.4383607296714,188.37441642370476,186.847174781534,187.89161682128906,41616200
2023-07-17,189.08383285312058,191.46833222271863,188.99515722491665,191.14317321777344,50520200
2023-07-18,190.5125649317522,191.47817907078496,189.5962050071137,190.88697814941406,48288200
2023-07-19,190.26622781119138,195.32093388898534,189.82281961650222,192.23687744140625,80507300
2023-07-20,192.22701989757815,193.58677299126168,189.67503216410122,190.29579162597656,59581200
2023-07-21,191.25153499324207,192.10876269219432,188.42364281090323,189.12322998046875,71951700
2023-07-24,190.57168949200457,192.04967681854123,189.42870901778204,189.92137145996094,45377800
2023-07-25,190.49284214012596,191.58655325087184,190.08885537064708,190.77857971191406,37283200
2023-07-26,190.82785426220883,192.7689453418544,190.48299959942145,191.6456756591797,47471900
2023-07-27,193.1433729163405,194.30604897209747,189.72429463258098,190.38446044921875,47460200
2023-07-28,191.8131659299023,193.7444090416655,191.29094501886246,192.95614624023438,48291400
2023-07-31,193.18277106210203,193.6064685292723,192.394508242959,193.56704711914062,38824100
